ID;Format;Title;Author_1;Author_2;Author_3;Author_4;Author_5;Author_Count;Journal_Name;Journal_Volume;Journal_Issue;Submission_Protocol;IPA;Data_Collection;Submission_Final;Review_Result;Submission_Revised;Submission_Acceptance;Publication;DOI;RR_Files;Additional_Links;Acceptance_Known;Pub_Year
777647;CR;Effects of Prior-Task Success on Young and Older Adults? Cognitive Performance an Evaluation of the Strategy Hypothesis;Lemaire, P.;Brun, F.;;;;2;Journal of Cognition;1;1;;;;5-10-2017;;;31-1-2018;20-2-2018;http://doi.org/10.5334/joc.17;;;TRUE;2018
904766;CR;Can Intrinsic and Extrinsic Metacognitive Cues Shield Against Distraction in Problem Solving?;Ball, L.J.;Threadgold, E.;Solowiej, A.;Marsh, J.E.;;4;Journal of Cognition;1;1;;;;29-8-2017;;;20-11-2017;21-2-2018;http://doi.org/10.5334/joc.9;;;TRUE;2018
32412;CR;Compatibility between Physical Stimulus Size and Left-right Responses: Small is Left and Large is Right;Wuehr, P.;Seegelke, C.;;;;2;Journal of Cognition;1;1;;;;13-11-2017;;;5-2-2018;27-2-2018;http://doi.org/10.5334/joc.19;;;TRUE;2018
584095;CR;Perceptual Processing is Not Spared During the Attentional Blink;Zivony, A.;Shanny, S.;Lamy, D.;;;3;Journal of Cognition;1;1;;;;12-10-2017;;;25-2-2018;19-3-2018;http://doi.org/10.5334/joc.20;;;TRUE;2018
635668;CR;Number and Continuous Magnitude Processing Depends on Task Goals and Numerosity Ratio;Leibovich-Raveh, T.;Stein, I.;Henik, A.;Salti, M.;;4;Journal of Cognition;1;1;;;;25-6-2017;;;27-2-2018;23-3-2018;http://doi.org/10.5334/joc.22;;;TRUE;2018
663732;CR;On the Automaticity of Familiarity in Short-term Recognition: A Test of the Dual-Process Assumption with the PRP Paradigm;Oberauer, K.;;;;;1;Journal of Cognition;1;1;;;;7-10-2017;;;26-2-2018;23-3-2018;http://doi.org/10.5334/joc.21;;;TRUE;2018
224381;CR;"Visual Selection: Usually Fast and Automatic; Seldom Slow and Volitional";Theeuwes, J.;;;;;1;Journal of Cognition;1;1;;;;17-10-2017;;;1-1-2018;14-5-2018;http://doi.org/10.5334/joc.13;;;TRUE;2018
174719;CR;Simple and Complex Working Memory Tasks Allow Similar Benefits of Information Compression;Mathy, F.;Chekaf, M.;Cowan, N.;;;3;Journal of Cognition;1;1;;;;24-10-2017;;;28-3-2018;25-5-2018;http://doi.org/10.5334/joc.31;;;TRUE;2018
257615;CR;Pupil Mimicry is the Result of Brightness Perception of the Iris and Pupil;Derksen, M.;van Alphen, J.;Schaap, S.;Mathot, S.;Naber, M.;5;Journal of Cognition;1;1;;;;25-1-2018;;;1-6-2018;19-6-2018;http://doi.org/10.5334/joc.34;;;TRUE;2018
477824;CR;Comparing Pupil Light Response Modulation between Saccade Planning and Working Memory;Wang, C-A.;Huang, J.;Yep, R.;Munoz, D.P.;;4;Journal of Cognition;1;1;;;;1-11-2017;;;31-5-2018;26-6-2018;http://doi.org/10.5334/joc.33;;;TRUE;2018
455019;CR;Depressive Symptoms and Category Learning: A Preregistered Conceptual Replication Study;Rutten, I.;Voorspoels, W.;Steegen, S.;Kuppens, P.;Vanpaemel, W.;5;Journal of Cognition;1;1;;;;22-12-2017;;;4-6-2018;26-6-2018;http://doi.org/10.5334/joc.35;;;TRUE;2018
493028;CR;One Step at a Time: Representational Overlap Between Active Voice, Be-passive, and Get-passive Forms in English;Thompson, D.;Ferreira, F.;Scheepers, C.;;;3;Journal of Cognition;1;1;;;;5-11-2017;;;5-6-2018;26-6-2018;http://doi.org/10.5334/joc.36;;;TRUE;2018
5252;CR;What Cross-morphemic Letter Transposition in Derived Nonwords Tells us about Lexical Processing;Taft, M.;Li, S.;Beyersmann, E.;;;3;Journal of Cognition;1;1;;;;27-2-2018;;;2-7-2018;11-7-2018;http://doi.org/10.5334/joc.39;;;TRUE;2018
122077;CR;Controlling the Resit Effect by Means of Investment Depreciation;Nijenkamp, R.;Nieuwenstijn, M.;de Jong, R.;Lorist, M.M.;;4;Journal of Cognition;1;1;;;;30-1-2018;;;6-7-2018;16-7-2018;http://doi.org/10.5334/joc.40;;;TRUE;2018
208168;CR;Tracking the Dynamics of Mind Wandering: Insights from Pupillometry;Pelagatti, C.;Binda, P.;Vannucci, M.;;;3;Journal of Cognition;1;1;;;;28-12-2017;;;12-7-2018;19-7-2018;http://doi.org/10.5334/joc.41;;;TRUE;2018
192870;CR;The Impact of Cognitive Load on the Cardiac Orienting Response to Auditory Structural Features during Natural Radio Listening Situations;Potter, R.F.;Sites, J.;Jamison-Koenig, E.;Zheng, X.;;4;Journal of Cognition;1;1;;;;21-8-2017;;;18-7-2018;21-7-2018;http://doi.org/10.5334/joc.43;;;TRUE;2018
394757;CR;A Word on Words in Words: How Do Embedded Words Affect Reading?;Snell, J.;Grainger, J.;Declerck, M.;;;3;Journal of Cognition;1;1;;;;17-2-2018;;;21-8-2018;25-9-2018;http://doi.org/10.5334/joc.45;;;TRUE;2018
752715;CR;Cues to Lying May be Deceptive: Speaker and Listener Behaviour in an Interactive Game of Deception;Loy, J.E.;Rohde, H.;Corley, M.;;;3;Journal of Cognition;1;1;;;;6-6-2018;;;7-9-2018;27-9-2018;http://doi.org/10.5334/joc.46;;;TRUE;2018
803008;CR;Incidental Counting: Speeded Number Naming Through Finger Movements;Sixtus, E.;Lindemann, O.;Fischer, M.H.;;;3;Journal of Cognition;1;1;;;;4-6-2018;;;25-10-2018;15-11-2018;http://doi.org/10.5334/joc.49;;;TRUE;2018
957698;CR;Predicting Lexical Norms: A Comparison between a Word Association Model and Text-Based Word Co-occurrence Models;Vankrunkelsven, H.;Verheyen, S.;Storms, G.;de Deyne, S.;;4;Journal of Cognition;1;1;;;;1-7-2018;;;6-11-2018;27-11-2018;http://doi.org/10.5334/joc.50;;;TRUE;2018
853543;RR;The Affect Misattribution Procedure: In Search of Prejudice Effects;Teige-Mocigemba, S.;Becker, M.;Sherman, J.W.;Reichardt, R.;Klauer, K.C.;5;Experimental Psychology;64;3;;;;12-8-2015;;22-2-2017;27-2-2017;20-6-2017;https://doi.org/10.1027/1618-3169/a000364;;;TRUE;2017
190844;CR;Search for Capacity-Limited and Super-Capacity Search;Han, S.W.;;;;;1;Experimental Psychology;64;3;;;;28-8-2016;;1-1-2017;5-1-2017;20-6-2017;https://doi.org/10.1027/1618-3169/a000356;;;TRUE;2017
323708;CR;Numerical Congruency Effect in the Sentence-Picture Verification Task;Setic, M.;Domijan, D.;;;;2;Experimental Psychology;64;3;;;;15-6-2016;;8-1-2017;2-2-2017;20-6-2017;https://doi.org/10.1027/1618-3169/a000358;;;TRUE;2017
939831;CR;On the Inability to Ignore Useless Advice: A Case for Anchoring in the Judge-Advisor-System;Schultze, T.;Mojzisch, A.;Schultz-Hardt, S.;;;3;Experimental Psychology;64;3;;;;31-8-2016;;7-2-2017;14-2-2017;20-6-2017;https://doi.org/10.1027/1618-3169/a000361;;;TRUE;2017
932396;CR;Heads Up! Dynamic Similitude for Perception With an Object Wielded by Head or Hand;Wagman, J.B.;Dayer, A.;Hajnal, A.;;;3;Experimental Psychology;64;3;;;;4-9-2016;;9-12-2016;6-1-2017;20-6-2017;https://doi.org/10.1027/1618-3169/a000357;;;TRUE;2017
268428;CR;Reversing the Manual Digit Bias in Two-Digit Number Comparison;Faulkenberry, T.J.;Cruise, A.;Shaki, S.;;;3;Experimental Psychology;64;3;;;;26-8-2016;;7-2-2017;9-2-2017;20-6-2017;https://doi.org/10.1027/1618-3169/a000365;;;TRUE;2017
70038;CR;The Automatic Mapping of Magnitude to Temporal Order Is Space-Dependent;Ben-Meir, S.;Ganor-Stern, D.;Tzelgov, J.;;;3;Experimental Psychology;64;3;;;;15-12-2016;;14-2-2017;15-2-2017;20-6-2017;https://doi.org/10.1027/1618-3169/a000362;;;TRUE;2017
798887;RR;The Effect of Cognitive Control on Different Types of Auditory Distraction: A Preregistered Study;Bell, R.;Roer, J.P.;Marsh, J.E.;Storch, D.;Buchner, A.;5;Experimental Psychology;64;5;;;;28-7-2016;;31-3-2017;4-4-2017;29-6-2017;https://doi.org/10.1027/1618-3169/a000372;;;TRUE;2017
770351;CR;The Mere Exposure Instruction Effect: Mere Exposure Instructions Influence Liking;van Dessel, P.;Mertens, G.;Tucker Smith, C.;de Houwer, J.;;4;Experimental Psychology;64;5;;;;27-10-2016;;4-4-2017;5-4-2017;24-11-2017;https://doi.org/10.1027/1618-3169/a000376;;;TRUE;2017
660404;CR;Are Emotions Abstract or Concrete? An ERP Study on Affect Representations;Xu, X.;Kang, C.;Sword, K.;Guo, T.;;4;Experimental Psychology;64;5;;;;16-8-2016;;1-4-2017;3-4-2017;24-11-2017;https://doi.org/10.1027/1618-3169/a000374;;;TRUE;2017
337508;CR;Testing Hypotheses About Social Targets: The Effects of Instructions on Asymmetric Strategies;Capellini, R.;Sacchi, S.;Cherubini, P.;;;3;Experimental Psychology;64;5;;;;14-4-2016;;28-3-2017;4-4-2017;24-11-2017;https://doi.org/10.1027/1618-3169/a000375;;;TRUE;2017
511093;CR;To Tasty to Be Ignored: How Individual Food Preferences Affect Selective Attention;Dummel, S.;Huebner, R.;;;;2;Experimental Psychology;64;5;;;;29-11-2016;;23-3-2017;29-3-2017;24-11-2017;https://doi.org/10.1027/1618-3169/a000373;;;TRUE;2017
826180;CR;Walking Back to The Future: The Impact of Walking Backward and Forward on Spatial and Temporal Concepts;Loeffler, J.;Raab, M.;Canal-Bruland, R.;;;3;Experimental Psychology;64;5;;;;6-1-2017;;5-4-2017;8-4-2017;24-11-2017;https://doi.org/10.1027/1618-3169/a000377;;;TRUE;2017
665350;RR;The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent & King (2013);Ratner, K.;Burrow, A.L.;Thoemmes, F.;;;3;Royal Society Open Science;3;11;;;;1-7-2016;;;20-10-2016;1-11-2016;https://doi.org/10.1098/rsos.160431;;;TRUE;2016
665174;CR;Life-history theory and climate change: resolving population and parental investment paradoxes;Caudell, M.;Quinlan, R.;;;;2;Royal Society Open Science;3;11;;;;30-6-2016;;;3-11-2016;1-11-2016;https://doi.org/10.1098/rsos.160470;;;TRUE;2016
26273;CR;A tilt after-effect for images of buildings: evidence of selectivity for the orientation of everyday scenes;Ismail, A.M.H.;Solomon, J.A.;Hansard, M.;Mareschal, I.;;4;Royal Society Open Science;3;11;;;;27-7-2016;;;25-10-2016;1-11-2016;https://doi.org/10.1098/rsos.160551;;;TRUE;2016
582333;CR;Brief use of a specific gun in a violent game does not affect attitudes towards that gun;Hilgard, J.;Engelhardt, C.R.;Bartholow, B.D.;;;3;Royal Society Open Science;3;11;;;;24-10-2016;;;6-5-2016;1-11-2016;https://doi.org/10.1098/rsos.160310;;;TRUE;2016
336142;CR;Binocular combination of stimulus orientation;Yehezkel, O.;Sterkin, A.;Polat, U.;Levi, D.M.;;4;Royal Society Open Science;3;11;;;;21-7-2016;;;18-10-2016;1-11-2016;https://doi.org/10.1098/rsos.160534;;;TRUE;2016
501550;CR;Exploring the trade-off between quality and fairness in human partner choice;Raihani, N.J.;Barclay, P.;;;;2;Royal Society Open Science;3;11;;;;16-7-2016;;;11-10-2016;1-11-2016;https://doi.org/10.1098/rsos.160510;;;TRUE;2016
804399;RR;The role of vigilance in the relationship between neuroticism and health: A registered report;Weston, S.J.;Jackson, J.J.;;;;2;Journal of Research in Personality;73;;;;;8-5-2017;;10-10-2017;16-10-2017;28-10-2017;https://doi.org/10.1016/j.jrp.2017.10.005;;;TRUE;2017
76974;CR;Weighted composites of personality facets: An examination of unit, rational, and mechanical weights;ONeill, T.A.;Steel, P.;;;;2;Journal of Research in Personality;73;;;;;13-1-2017;;9-10-2017;15-10-2017;16-10-2017;https://doi.org/10.1016/j.jrp.2017.10.003;;;TRUE;2017
67294;CR;Exploring adult Playfulness: Examining the accuracy of personality judgments at zero-acquaintance and an LIWC analysis of textual information;Proyer, R.T.;Brauer, K.;;;;2;Journal of Research in Personality;73;;;;;31-5-2017;;5-10-2017;13-10-2017;19-10-2017;https://doi.org/10.1016/j.jrp.2017.10.002;;;TRUE;2017
340057;CR;Self-efficacy vs. action orientation: Comparing and contrasting two determinants of goal setting and goal striving;Wolf, B.M.;Herrmann, M.;Brandstatter, V.;;;3;Journal of Research in Personality;73;;;;;10-1-2017;;21-10-2017;1-11-2017;2-11-2017;https://doi.org/10.1016/j.jrp.2017.11.001;;;TRUE;2017
138511;CR;Individual differences in conflicting stimulus evaluations: Openness/Intellect predicts mixed-valenced appraisals of visual art;Barford, K.A.;Fayn, K.;Silvia, P.J.;Smillie, L.D.;;4;Journal of Research in Personality;73;;;;;7-12-2016;;1-11-2017;9-11-2017;11-11-2017;https://doi.org/10.1016/j.jrp.2017.11.006;;;TRUE;2017
686989;CR;A network of dark personality traits: What lies at the heart of darkness?;Marcus, D.K.;Preszler, J.;Zeigler-Hill, V.;;;3;Journal of Research in Personality;73;;;;;14-8-2017;;31-10-2017;7-11-2017;10-11-2017;https://doi.org/10.1016/j.jrp.2017.11.003;;;TRUE;2017
959097;CR;Freedom and responsibility go together: Personality, experimental, and cultural demonstrations;Sheldon, K.M.;Gordeeva, T.;Leontiev, D.;Lynch, M.F.;Osin, E.;7;Journal of Research in Personality;73;;;;;24-10-2016;;1-11-2017;9-11-2017;11-11-2017;https://doi.org/10.1016/j.jrp.2017.11.007;;;TRUE;2017
684758;CR;How justice sensitivity predicts equality preferences in simulated democratic systems;Schlosser, T.;Steiniger, T.;Ehlebracht, D.;Fetchenhauer, D.;;4;Journal of Research in Personality;73;;;;;9-2-2017;;30-10-2017;8-11-2017;9-11-2017;https://doi.org/10.1016/j.jrp.2017.11.005;;;TRUE;2017
631538;CR;Self-control over time: Implications for work, relationship, and well-being outcomes;Converse, P.D.;Beverage, M.S.;Vaghef, K.;Moore, L.S.;;4;Journal of Research in Personality;73;;;;;6-6-2016;;20-10-2017;7-11-2017;8-11-2017;https://doi.org/10.1016/j.jrp.2017.11.002;;;TRUE;2017
784981;CR;Personality traits in the Serbian language: Structure and procedural effects;de Raad, B.;Smederevac, S.;Colovic, P.;Mitrovic, D.;;4;Journal of Research in Personality;73;;;;;7-10-2016;;8-11-2017;10-11-2017;11-11-2017;https://doi.org/10.1016/j.jrp.2017.11.008;;;TRUE;2017
535899;CR;Development and validation of the single item trait empathy scale (SITES);Konrath, S.;Meier, B.P.;Bushman, B.J.;;;3;Journal of Research in Personality;73;;;;;14-7-2017;;6-11-2017;13-11-2017;14-11-2017;https://doi.org/10.1016/j.jrp.2017.11.009;;;TRUE;2017
926583;CR;Is the Dark Triad common factor distinct from low Honesty-Humility?;Hodson, G.;Book, A.;Visser, B.A.;Volk, A.A.;Ashton, M.C.;6;Journal of Research in Personality;73;;;;;27-9-2017;;16-11-2017;25-11-2017;2-12-2017;https://doi.org/10.1016/j.jrp.2017.11.012;;;TRUE;2017
266441;CR;The five-dimensional curiosity scale: Capturing the bandwidth of curiosity and identifying four unique subgroups of curious people;Kashdan, T.B.;Stiksma, M.C.;Disabato, D.J.;McKnight, P.E.;Bekier, J.;7;Journal of Research in Personality;73;;;;;10-9-2017;;14-11-2017;25-11-2017;2-12-2017;https://doi.org/10.1016/j.jrp.2017.11.011;;;TRUE;2017
99958;CR;Judgments of the Dark Triad based on Facebook profiles;van der Molen, R.;Kaplan, S.;Choi, E.;Montoya, D.;;4;Journal of Research in Personality;73;;;;;1-12-2016;;7-10-2017;16-11-2017;21-11-2017;https://doi.org/10.1016/j.jrp.2017.11.010;;;TRUE;2017
51432;CR;Developmental course of child personality traits and their associations with externalizing psychopathology: Results from a longitudinal multi-informant study in a representative cohort;Hengartner, M.P.;;;;;1;Journal of Research in Personality;73;;;;;21-2-2017;;15-11-2017;7-12-2017;8-12-2017;https://doi.org/10.1016/j.jrp.2017.12.001;;;TRUE;2017
452659;CR;Physical activity and personality development over twenty years: Evidence from three longitudinal samples;Stephan, Y.;Sutin, A.R.;Luchetti, M.;Bosselut, G.;Terracciano, A.;5;Journal of Research in Personality;73;;;;;10-6-2017;;22-1-2018;9-2-2018;10-2-2018;https://doi.org/10.1016/j.jrp.2018.02.005;;;TRUE;2018
143267;CR;Psychopathic features across development: Assessing longitudinal invariance among Caucasian and African American youths;Hawes, S.W.;Byrd, A.L.;Kelley, S.E.;Gonzalez, R.;Edens, J.F.;6;Journal of Research in Personality;73;;;;;11-7-2017;;12-1-2018;3-2-2018;5-2-2018;https://doi.org/10.1016/j.jrp.2018.02.003;;;TRUE;2018
205917;CR;The effect of question structure on self-reported drinking: Ascending versus descending order effects;Mackinnon, S.P.;Firth, S.;;;;2;Journal of Research in Personality;73;;;;;11-4-2017;;10-10-2017;16-10-2017;17-10-2017;https://doi.org/10.1016/j.jrp.2017.10.004;;;TRUE;2017
895228;RR;Anticipating actions and corticospinal excitability: A preregistered motor TMS experiment;Genschow, O.;Bardi, L.;Brass, M.;;;3;Cortex;106;;16-8-2016;12-5-2017;;17-1-2018;7-2-2018;21-2-2018;28-4-2018;25-5-2018;https://doi.org/10.1016/j.cortex.2018.04.014;;;TRUE;2018
412406;CR;Preparation breeds success: Brain activity predicts remembering;Herron, J.E.;Evans, L.H.;;;;2;Cortex;106;;;;;8-12-2017;26-1-2018;9-3-2018;12-4-2018;9-5-2018;https://doi.org/10.1016/j.cortex.2018.04.009;;;TRUE;2018
22082;CR;Atypical brain functional segregation is more frequent in situs inversus totalis;Vingerhoets, G.;Gerrits, R.;Bogaert, S.;;;3;Cortex;106;;;;;24-10-2017;22-1-2018;20-2-2018;26-4-2018;16-5-2018;https://doi.org/10.1016/j.cortex.2018.04.012;;;TRUE;2018
856961;CR;An empirical, 21st century evaluation of phrenology;Parker Jones, O.;Alfaro-Almagro, F.;Jbabdi, S.;;;3;Cortex;106;;;;;18-8-2017;25-9-2017;22-12-2017;27-4-2018;9-5-2018;https://doi.org/10.1016/j.cortex.2018.04.011;;;TRUE;2018
297143;CR;Executive dysfunction contributes to verbal encoding and retrieval deficits in posterior cortical atrophy;Putcha, D.;McGinnis, S.M.;Brickhouse, M.;Wong, B.;Sherman, J.C.;6;Cortex;106;;;;;5-1-2018;24-3-2018;30-3-2018;24-4-2018;10-5-2018;https://doi.org/10.1016/j.cortex.2018.04.010;;;TRUE;2018
652385;CR;Neural practice effect during cross-modal selective attention: Supra-modal and modality-specific effects;Xia, J.;Zhang, W.;Jiang, Y.;Li, Y.;Chen, L.;5;Cortex;106;;;;;9-6-2017;10-10-2017;11-1-2018;2-5-2018;16-5-2018;https://doi.org/10.1016/j.cortex.2018.05.003;;;TRUE;2018
105323;CR;?Frontal lobe syndrome?? Subtypes of acquired personality disturbances in patients with focal brain damage;Barrash, J.;Stuss, D.T.;Aksan, N.;Anderson, S.W.;Jones, R.D.;7;Cortex;106;;;;;1-1-2018;7-3-2018;29-3-2018;2-5-2018;16-5-2018;https://doi.org/10.1016/j.cortex.2018.05.007;;;TRUE;2018
754453;CR;Eye contact modulates facial mimicry in 4-month-old infants: An EMG and fNIRS study;de Klerk, C.C.J.M.;Hamilton, A.F.C.;Southgate, V.;;;3;Cortex;106;;;;;4-8-2017;4-1-2018;18-1-2018;3-5-2018;10-5-2018;https://doi.org/10.1016/j.cortex.2018.05.002;;;TRUE;2018
426891;CR;The perception of text triggers reflexive oculomotor orienting;Taub, K.;Yuval-Greenberg, S.;;;;2;Cortex;106;;;;;22-8-2017;10-12-2017;31-1-2018;17-4-2018;9-5-2018;https://doi.org/10.1016/j.cortex.2018.04.007;;;TRUE;2018
593017;CR;Hypervigilance during anxiety and selective attention during fear: Using steady-state visual evoked potentials (ssVEPs) to disentangle attention mechanisms during predictable and unpredictable threat;Kastner-Dorn, A.K.;Andreatta, M.;Pauli, P.;Wieser, M.J;;4;Cortex;106;;;;;8-1-2018;14-2-2018;25-4-2018;9-5-2018;21-5-2018;https://doi.org/10.1016/j.cortex.2018.05.008;;;TRUE;2018
886395;CR;Representing the location of manipulable objects in shape-selective occipitotemporal cortex: Beyond retinotopic reference frames?;Zopf, R.;Butko, M.;Woolgar, A.;Williams, M.A.;Rich, A.N.;5;Cortex;106;;;;;4-11-2017;15-1-2018;5-3-2018;3-5-2018;25-5-2018;https://doi.org/10.1016/j.cortex.2018.05.009;;;TRUE;2018
82967;CR;Variations within a subtype: Developmental surface dyslexias in English;Kohnen, S.;Nickels, L.;Geigis, L.;Coltheart, M.;McArthur, G.;6;Cortex;106;;;;;3-2-2017;2-8-2017;1-11-2017;26-4-2018;10-5-2018;https://doi.org/10.1016/j.cortex.2018.04.008;;;TRUE;2018
858121;CR;Waiting and working for rewards: Attention-Deficit/Hyperactivity Disorder is associated with steeper delay discounting linked to amygdala activation, but not with steeper effort discounting;Mies, G.W.;Mia, I.;de Water, E.;Buitelaar, J.K.;Scheres, A.;5;Cortex;106;;;;;24-1-2018;1-3-2018;20-4-2018;28-5-2018;7-6-2018;https://doi.org/10.1016/j.cortex.2018.05.018;;;TRUE;2018
416074;CR;Dorsal and ventral visual stream contributions to preserved reading ability in patients with central alexia;Aguilar, O.M.;Kerry, S.J.;Crinion, J.T.;Callaghan, M.F.;Woodhead, Z.V.J.;6;Cortex;106;;;;;7-4-2017;10-9-2017;28-2-2018;4-6-2018;23-6-2018;https://doi.org/10.1016/j.cortex.2018.06.003;;;TRUE;2018
818282;CR;Building words and phrases in the left temporal lobe;Flick, G.;Oseki, Y.;Kaczmarek, A.R.;Al Kaabi, M.;Marantz, A.;6;Cortex;106;;;;;19-12-2017;13-1-2018;3-4-2018;6-6-2018;21-6-2018;https://doi.org/10.1016/j.cortex.2018.06.004;;;TRUE;2018
779651;CR;Resting-state connectivity after visuo-motor skill learning is inversely associated with offline consolidation in Parkinsons disease and healthy controls;Manuel, A.L.;Nicastro, N.;Schnider, A.;Guggisberg, A.G.;;4;Cortex;106;;;;;16-1-2018;9-4-2018;2-5-2018;8-6-2018;21-6-2018;https://doi.org/10.1016/j.cortex.2018.06.005;;;TRUE;2018
364519;CR;Beta oscillatory power modulation reflects the predictability of pitch change;Chang, A.;Bosnyak, D.J.;Trainor, L.J.;;;3;Cortex;106;;;;;23-1-2018;6-3-2018;19-4-2018;19-6-2018;28-6-2018;https://doi.org/10.1016/j.cortex.2018.06.008;;;TRUE;2018
797365;CR;Discriminating scene categories from brain activity within 100 milliseconds;Lowe, M.X.;Rajsic, J.;Ferber, S.;Walther, D.B.;;4;Cortex;106;;;;;23-10-2017;10-1-2018;26-2-2018;1-6-2018;4-7-2018;https://doi.org/10.1016/j.cortex.2018.06.006;;;TRUE;2018
103023;CR;Adding methylphenidate to prism-adaptation improves outcome in neglect patients. A randomized clinical trial;Luaute, J.;Villeneuve, L.;Roux, A.;Nash, S.;Bar, J-Y.;20;Cortex;106;;;;;28-3-2017;12-9-2017;22-11-2017;28-3-2018;4-4-2018;https://doi.org/10.1016/j.cortex.2018.03.028;;;TRUE;2018
89304;RR;Belief, delusion, hypnosis, and the right dorsolateral prefrontal cortex: A transcranial magnetic stimulation study;Coltheart, M.;Cox, R.;Sowman, P.;Morgan, H.;Barnier, A.;10;Cortex;101;;10-12-2014;18-6-2015;;28-6-2017;26-9-2017;23-10-2017;3-1-2018;31-1-2018;https://doi.org/10.1016/j.cortex.2018.01.001;;;TRUE;2018
98211;RR;The consonant/vowel pattern determines the structure of orthographic representations in the left fusiform gyrus;Chetail, F.;Ranzini, M.;de Tiege, X.;Wens, V.;Content, A.;5;Cortex;101;;;;;2-6-2017;;14-10-2017;15-1-2018;2-2-2018;https://doi.org/10.1016/j.cortex.2018.01.006;;;TRUE;2018
695790;CR;Visualising numerals: An ERPs study with the attentional SNARC task;Pinto, M.;Fattorini, E.;Lasaponara, S.;DOnofrio, M.;Dorrichi, F.;6;Cortex;101;;;;;2-3-2017;29-5-2017;10-8-2017;19-12-2017;2-1-2018;https://doi.org/10.1016/j.cortex.2017.12.015;;;TRUE;2018
850247;CR;Predictabilitys aftermath: Downstream consequences of word predictability as revealed by repetition effects;Rommers, J.;Federmeier, K.D.;;;;2;Cortex;101;;;;;11-7-2017;31-8-2017;30-10-2017;19-12-2017;2-1-2018;https://doi.org/10.1016/j.cortex.2017.12.018;;;TRUE;2018
344901;CR;Spatially generalizable representations of facial expressions: Decoding across partial face samples;Greening, S.G.;Mitchell, D.G.V.;Smith, F.W.;;;3;Cortex;101;;;;;10-8-2017;8-9-2017;2-11-2017;28-11-2017;6-12-2017;https://doi.org/10.1016/j.cortex.2017.11.016;;;TRUE;2017
425640;CR;Re-emergence of modular brain networks in stroke recovery;Siegel, J.S.;Seitzman, B.A.;Ramsey, L.E.;Ortega, M.;Gordon, E.M.;9;Cortex;101;;;;;27-5-2017;;1-11-2017;19-12-2017;5-1-2018;https://doi.org/10.1016/j.cortex.2017.12.019;;;TRUE;2018
765037;CR;Attention as the ?glue? for object integration in parietal extinction;Conci, M.;Gross, J.;Keller, I.;Mueller, H.J.;Finke, K.;5;Cortex;101;;;;;15-8-2017;;17-11-2017;23-12-2017;31-1-2018;https://doi.org/10.1016/j.cortex.2017.12.024;;;TRUE;2018
741901;CR;Insula mediates heartbeat related effects on visual consciousness;Salomon, R.;Ronchi, R.;Donz, J.;Bello-Ruiz, J.;Herbelin, B.;8;Cortex;101;;;;;19-7-2017;;20-12-2017;15-1-2018;31-1-2018;https://doi.org/10.1016/j.cortex.2018.01.005;;;TRUE;2018
699922;CR;Prefrontal mediation of the reading network predicts intervention response in dyslexia;Aboud, K.S.;Barquero, L.A.;Cutting, L.E.;;;3;Cortex;101;;;;;19-6-2017;;15-11-2017;10-1-2018;9-2-2018;https://doi.org/10.1016/j.cortex.2018.01.009;;;TRUE;2018
404786;CR;From percept to concept in the ventral temporal lobes: Graded hemispheric specialisation based on stimulus and task;Hoffman, P.;Lambon Ralph, M.A.;;;;2;Cortex;101;;;;;13-9-2017;22-11-2017;29-11-2017;17-1-2018;2-2-2018;https://doi.org/10.1016/j.cortex.2018.01.015;;;TRUE;2018
990547;CR;Inequality between biases in face memory: Event-related potentials reveal dissociable neural correlates of own-race and own-gender biases;Wiese, H.;Schweinberger, S.R.;;;;2;Cortex;101;;;;;18-4-2017;;15-8-2017;17-1-2018;2-2-2018;https://doi.org/10.1016/j.cortex.2018.01.016;;;TRUE;2018
811479;CR;Damage of the temporal lobe and APOE status determine neural compensation in mild cognitive impairment;Prieto de Val, L.;Cantero, J.L.;Baena, D.;Atienza, M.;;4;Cortex;101;;;;;28-7-2017;;31-12-2017;17-1-2018;2-2-2018;https://doi.org/10.1016/j.cortex.2018.01.018;;;TRUE;2018
89889;CR;Blind readers break mirror invariance as sighted do;de Heering, A.;Collignon, O.;Kolinsky, R.;;;3;Cortex;101;;;;;19-9-2017;;7-12-2017;9-1-2018;31-1-2018;https://doi.org/10.1016/j.cortex.2018.01.002;;;TRUE;2018
705064;CR;Neuroanatomical basis of number synaesthesias: A voxel-based morphometry study;Arend, I.;Yuen, K.;Sagi, N.;Henik, A.;;4;Cortex;101;;;;;18-12-2016;;10-6-2017;28-1-2018;7-2-2018;https://doi.org/10.1016/j.cortex.2018.01.020;;;TRUE;2018
307899;CR;Motor sequence learning and intermanual transfer with a phantom limb;Garbarini, F.;Bisio, A.;Biggio, M.;Pia, L.;Bove, M.;5;Cortex;101;;;;;12-5-2017;;2-8-2017;17-1-2018;6-2-2018;https://doi.org/10.1016/j.cortex.2018.01.011;;;TRUE;2018
165356;CR;Effects of spatial attention on mental time travel in patients with neglect;Anelli, F.;Avanzi, S.;Arzy, S.;Mancuso, M.;Frassinetti, F.;5;Cortex;101;;;;;14-7-2017;;4-11-2017;17-1-2018;2-2-2018;https://doi.org/10.1016/j.cortex.2018.01.012;;;TRUE;2018
